Cust_ID	name	birth_year	education_level	dependents	City
1497	Miss Annette Lloyd	2002	Bachelor	0	Birmingham
1499	Mr Bradley West	2001	high school	0	Birmingham
1500	Mr Tommy Turner	1964	less than high school	1	Birmingham
1501	Mr Robert Farmer	1964	Master	0	nan
1502	Mr Stephen Gibson	2004	less than high school	0	nan
1503	Miss Monique Williamson	1977	Master	0	London
1504	Mr Steven Becker	2003	high school	2	nan
1506	Miss Patricia Fox	1976	high school	1	nan
1509	Mr Michael Brown	1998	Bachelor	2	Birmingham
1511	Miss Karen Cox	2001	Master	0	Birmingham
1512	Miss Laura Gregory	2000	high school	0	nan
1515	Mr Devon Taylor	1962	PhD	1	Birmingham
1516	Miss Katie Zuniga	1988	Master	0	London
1518	Mr Robert Nicholson	1975	Master	0	nan
1519	Miss Cynthia Wong	1953	high school	0	nan
1520	Miss Janice Marsh	2001	high school	0	nan
1522	Mr Zachary Roberts	1980	high school	1	Birmingham
1523	Miss Melissa Smith	2004	Master	0	London
1527	Miss Christina Molina	2005	high school	0	Birmingham
1530	Miss Mary Sandoval	2000	high school	1	nan
1532	Mr William Bryant	1996	high school	0	Birmingham
1533	Miss Sara Thompson	1996	less than high school	0	Birmingham
1538	Miss Christie Gonzalez	1988	high school	0	nan
1542	Mr Paul Stevens	1951	PhD	0	nan
1544	Mr Thomas Morris	1989	Master	0	Birmingham
1545	Miss Amber Lee	1993	high school	1	nan
1548	Miss Leslie Jackson	2000	high school	2	London
1549	Miss Courtney Ryan	1993	Bachelor	0	Brimingham
1552	Miss Christine Leblanc	2001	PhD	1	Birmingham
1553	Mr Donald Turner	2002	less than high school	0	nan
1554	Miss Samantha Kennedy	1996	high school	1	nan
1555	Miss Chelsey James	1979	Bachelor	0	Birmingham
1556	Miss Mary James	1996	high school	2	nan
1561	Miss Donna Berg	1998	Master	1	nan
1563	Miss Erin Johnson	2005	high school	0	London
1564	Mr Thomas Elliott	1988	high school	0	nan
1565	Mr Gregory Richard	1950	high school	1	Birmingham
1566	Miss Lisa Aguirre	1997	high school	0	nan
1567	Mr Cesar Martinez	1963	less than high school	1	Birmingham
1568	Mr Frank Jones	1999	Master	0	nan
1569	Miss Amanda Hendricks	1998	PhD	0	London
1571	Miss Sonya Cooper	2002	high school	0	nan
1572	Miss Elizabeth Molina	2001	less than high school	0	nan
1573	Miss Karen Jones	2002	PhD	0	London
1574	Miss Deborah Frey	1994	Master	0	Birmingham
1576	Mr Justin Lucas	1960	Bachelor	0	Birmingham
1577	Mr Evan Jackson	2001	less than high school	0	nan
1578	Mr Willie Weiss	1999	high school	1	nan
1579	Mr Jerome Wells	1998	high school	1	nan
1580	Miss Jennifer Mason	2002	high school	0	London
1581	Mr Thomas Chaney	1954	less than high school	0	nan
1582	Miss Anita Welch	1955	less than high school	0	London
1583	Mr Robert Boyer	1983	less than high school	0	nan
1584	Miss Holly Avila	2000	Bachelor	0	nan
1586	Mr Timothy Soto	2004	PhD	0	Birmingham
1587	Miss Beverly Hurst	1996	high school	1	nan
1588	Miss Karen Jones	1944	Master	0	nan
1589	Mr Joshua Walker	2003	high school	0	nan
1591	Miss Amanda Jensen	1959	high school	0	Birmingham
1592	Mr Christian White	1990	high school	0	nan
1595	Mr George Hardy	2000	PhD	0	Birmingham
1599	Mr David Miller	1952	high school	0	nan
1600	Mr Timothy George	1994	Bachelor	1	Birmingham
1603	Miss Haley Miller	1972	less than high school	0	London
1607	Miss Kaitlyn Padilla	1973	Bachelor	0	nan
1611	Mr Mark Nelson	2003	Master	0	nan
1612	Miss Deborah Brooks	1967	Bachelor	0	Birmingham
1613	Miss Tara Luna	2004	high school	0	nan
1615	Miss April Martinez	1990	high school	0	nan
1616	Miss Jenna Hall	1999	Bachelor	0	London
1617	Miss Tonya Ward	2002	high school	0	Birmingham
1619	Mr Alex Jimenez	2002	Master	0	London
1620	Mr Jesse Evans	1952	high school	0	nan
1621	Miss Janice Wright	1995	less than high school	1	nan
1623	Miss Christine Cuevas	2003	high school	0	nan
1625	Miss Karen Berg	2000	high school	0	nan
1626	Mr Zachary Nelson	1996	high school	0	nan
1628	Miss Heather Romero	1959	Master	0	London
1629	Miss Alison Rivers	2002	Master	1	nan
1630	Miss Felicia York	2005	less than high school	1	Birmingham
1633	Mr Philip Jensen	1968	high school	0	London
1635	Miss Olivia Brown	1968	less than high school	1	London
1636	Miss Nicole Robinson	2005	less than high school	0	Birmingham
1637	Miss Alyssa Bennett	1969	Master	1	Birmingham
1638	Mr Eric Fields	2003	less than high school	1	London
1640	Miss Stephanie Foster	1991	Bachelor	0	nan
1642	Mr Andrew Pope	1991	high school	0	Birmingham
1643	Mr Edward Martinez	2000	Master	0	nan
1644	Mr Jared Park	1990	high school	1	Birmingham
1650	Miss Dawn Hunter	2002	Master	0	nan
1651	Miss Katie Cowan	1960	High School	0	nan
1653	Mr Nicholas Haley	2006	Bachelor	0	London
1655	Miss Amy Vargas	1986	high school	0	Birmingham
1658	Miss Amy Collins	2001	less than high school	0	nan
1659	Miss Margaret Sims	2002	Master	0	nan
1660	Miss Natalie Benitez	2006	Bachelor	2	Birmingham
1661	Mr Joshua Lopez	2002	high school	0	London
1665	Miss Tina Smith	1956	high school	0	Birmingham
1667	Miss Kelli Thomas	1980	high school	0	nan
1668	Miss Suzanne Miller	1989	Bachelor	0	nan
1670	Miss Nicole Rivera	1977	less than high school	0	nan
1671	Miss Sally Miles	1998	high school	1	nan
1672	Miss Kimberly Martinez	1964	high school	0	nan
1673	Mr Christopher Hunter	1999	PhD	1	Birmingham
1674	Miss Barbara Anderson	1998	Master	0	Birmingham
1676	Mr Kevin Johnson	2001	Bachelor	1	Birmingham
1677	Miss Daisy Miller	1999	less than high school	0	London
1680	Miss Charlene Ross	2000	high school	0	nan
1681	Mr Michael Savage	2000	less than high school	0	Birmingham
1683	Miss Tammy Gomez	2005	high school	0	nan
1685	Miss Nicole Lyons	2003	high school	1	nan
1691	Miss Jessica Chandler	1993	Bachelor	0	Birmingham
1692	Mr Trevor Kelly	1952	high school	0	nan
1693	Mr William Martin	2001	Master	0	nan
1697	Mr Rodney Smith	1996	Master	0	Birmingham
1698	Miss Jacqueline Smith	1986	Master	0	nan
1699	Miss Katherine Rodriguez	2005	Bachelor	1	nan
1701	Miss Lisa Martinez	2005	less than high school	0	nan
1707	Mr Jason Morales	1994	less than high school	0	nan
1708	Mr Sean Gomez	1991	less than high school	1	nan
1710	Miss Madison Morgan	1990	high school	0	nan
1711	Miss Grace Carpenter	1986	Master	0	Birmingham
1712	Mr Robert Larson	2005	high school	0	nan
1714	Mr Eric Sanders	1989	high school	0	London
1715	Miss Erin Curry	1999	high school	1	nan
1717	Mr Sean Guzman	1996	less than high school	1	nan
1719	Miss Cynthia Jones	1967	less than high school	1	London
1722	Miss Samantha Bowen	2004	Bachelor	0	London
1723	Mr Michael Shelton	2002	less than high school	0	nan
1725	Miss Tara Moore	1973	high school	0	nan
1726	Mr Michael Maldonado	1995	Bachelor	0	London
1727	Mr Kenneth Wallace	1968	high school	1	Birmingham
1728	Mr Kent Miller	2004	less than high school	0	London
1729	Miss Megan Becker	2006	high school	0	nan
1732	Miss Angela Randolph	1981	high school	0	London
1733	Miss Erica Hartman	2003	high school	0	nan
1736	Miss Heidi Barnett	2000	Bachelor	0	London
1738	Mr Donald Diaz	2001	high school	0	nan
1739	Mr Clarence Moses	2002	high school	0	nan
1740	Miss Amy Hamilton	1987	Bachelor	0	Birmingham
1741	Miss Jessica Weaver	2006	high school	0	London
1742	Mr Sean Cardenas	1994	high school	0	nan
1745	Miss Ashley Stewart	1964	high school	1	nan
1746	Miss Elizabeth Pitts	2001	high school	1	Birmingham
1747	Miss Jessica Goodwin	1958	Bachelor	0	nan
1748	Mr Patrick Long	1954	high school	0	nan
1750	Miss Rebecca Dodson	1958	Bachelor	1	nan
1753	Miss Sophia Nash	1998	Bachelor	1	Birmingham
1754	Miss Alexis Pena	2001	Master	1	nan
1756	Mr Mark Robertson	2001	high school	0	nan
1758	Miss Heather Brooks	1995	less than high school	0	Birmingham
1762	Mr Benjamin Melton	1997	Bachelor	0	Birmingham
1765	Mr Sean Stephens	2003	high school	1	nan
1766	Miss Jennifer Andrade	1977	Bachelor	0	Birmingham
1767	Mr Stephen Garner	1966	less than high school	0	Birmingham
1769	Mr Daniel Williams	1989	Master	0	London
1770	Miss Debra Spencer	2002	Bachelor	0	nan
1772	Mr Don Cook	1992	high school	0	London
1774	Mr Darrell Campos	2000	high school	1	nan
1775	Miss Jill Smith	2005	Master	0	London
1777	Mr Christopher Peterson	1953	Bachelor	0	Birmingham
1778	Miss Melissa Hill	2003	Bachelor	0	London
1780	Miss Mary Fischer	2000	Master	1	Birmingham
1781	Miss Jean Stewart	1992	Bachelor	0	nan
1783	Miss Karen Lee	1993	high school	0	nan
1785	Miss Sandra Lopez	1999	less than high school	0	Birmingham
1788	Miss Jill Martinez	2004	less than high school	0	London
1791	Miss Susan Riley	2003	Bachelor	0	London
1793	Mr Benjamin Chambers	2003	less than high school	1	nan
1796	Miss Lynn Mcknight	2000	high school	0	nan
1797	Miss Katherine Johnson	2006	high school	0	London
1798	Miss Lauren Jenkins	1965	Bachelor	0	Birmingham
1799	Miss Lindsey Watts	1958	Bachelor	0	nan
1800	Mr Christopher Peters	2006	Master	0	Birmingham
1801	Miss Sherri Graham	2000	less than high school	0	nan
1804	Miss Michelle Munoz	2001	Bachelor	0	nan
1805	Miss Bianca Coleman	2005	high school	0	nan
1807	Miss Gail Sellers	2004	high school	0	nan
1809	Miss Brianna Garcia	2000	PhD	1	nan
1810	Miss Lindsay Barnett	1968	Bachelor	0	nan
1811	Mr David Hernandez	1969	high school	1	Birmingham
1812	Miss Peggy Parker	2003	Master	0	nan
1813	Mr Adam Martinez	2001	less than high school	1	Birmingham
1815	Miss Paula Franco	2004	Bachelor	1	London
1817	Miss Amber Oneal	1999	high school	0	nan
1818	Mr Joshua Graham	1992	high school	1	Birmingham
1820	Mr James Smith	1965	Master	0	Brimingham
1822	Mr Terrence Scott	1946	PhD	0	Birmingham
1823	Miss Michaela Dominguez	1999	high school	1	London
1824	Mr Cameron Perez	1999	high school	0	nan
1825	Mr Bryan Hobbs	1998	less than high school	0	nan
1827	Miss Casey Walsh	1996	Master	0	Birmingham
1831	Miss Angela Trevino	1995	high school	1	nan
1833	Mr Jeremy Hancock	1996	less than high school	1	nan
1837	Miss Penny Medina	2003	less than high school	0	Birmingham
1838	Miss Angela Norman	2001	Master	0	nan
1839	Mr Kevin Tran	2004	less than high school	1	nan
1840	Miss Crystal Wade	1969	Bachelor	0	Birmingham
1841	Miss Briana Glass	1974	high school	1	nan
1842	Miss Sarah White	1972	Master	0	nan
1843	Miss Jennifer Williams	1967	Bachelor	1	Birmingham
1846	Mr Rodney Blanchard	1987	Bachelor	1	nan
1848	Miss Melanie Jensen	1994	high school	0	Birmingham
1849	Miss Debra Roberts	1994	High School	0	Birmingham
1850	Miss Rebecca Ross	2001	less than high school	1	nan
1851	Miss April Williams	2004	less than high school	1	nan
1852	Mr Mark Pearson	2004	high school	1	Birmingham
1853	Miss Carla Thompson	1994	high school	1	nan
1854	Mr Jason Haynes	1967	high school	0	Brimingham
1859	Mr Matthew Weaver	2004	less than high school	1	nan
1860	Mr Jesse Jackson	1996	Bachelor	0	Birmingham
1863	Miss Samantha Stanley	2005	Bachelor	0	London
1865	Miss Chelsea Moyer	2004	high school	0	London
1866	Miss Tiffany Martinez	2006	high school	0	Birmingham
1867	Miss Kimberly Reid	1995	Bachelor	0	nan
1868	Mr Justin Arnold	1961	high school	0	London
1872	Miss Lauren Ruiz	1990	Bachelor	1	London
1877	Mr John Casey	1998	high school	0	Birmingham
1878	Miss Regina Fisher	2003	high school	0	nan
1879	Mr James Duran	2003	Bachelor	0	Birmingham
1880	Miss Diana Reyes	1961	Bachelor	0	Birmingham
1881	Mr Louis Kelley	2000	Bachelor	1	London
1882	Mr Gregory Cook	2002	less than high school	0	London
1883	Miss Destiny Booth	2000	Bachelor	0	nan
1884	Miss Sharon Mccormick	2005	Bachelor	0	nan
1886	Miss Elizabeth Davis	1988	high school	1	Birmingham
1887	Mr Brent Harper	2004	high school	0	Birmingham
1889	Miss Elizabeth Grant	1969	high school	0	nan
1890	Mr Jack Reeves	1955	Bachelor	0	nan
1892	Mr Ryan Orr	1967	high school	0	nan
1893	Mr Aaron Stone	1987	high school	0	Birmingham
1895	Mr Michael Vaughn	1952	Bachelor	0	Birmingham
1896	Mr Spencer Noble	1953	Master	1	nan
1898	Mr Tyler Moore	2002	less than high school	0	Birmingham
1903	Miss Ashlee Maldonado	2000	less than high school	0	nan
1905	Miss Charlene Miller	1998	less than high school	0	Birmingham
1906	Mr Eric Adams	1997	PhD	0	Birmingham
1907	Mr Michael Hart	1987	PhD	0	Birmingham
1909	Mr William Obrien	2003	PhD	0	nan
1912	Miss Tara Miranda	1994	less than high school	1	Brimingham
1913	Miss Elizabeth Bradley	2003	less than high school	0	nan
1914	Miss Melissa Guerra	1999	high school	1	nan
1915	Mr Kyle Williams	1962	high school	0	Birmingham
1916	Miss Cassandra Phillips	1986	Master	0	nan
1917	Miss Danielle Church	1965	Master	0	Birmingham
1918	Mr Marco Wood	1991	high school	1	London
1920	Miss Michelle Huang	2003	less than high school	0	nan
1927	Mr Dean Simmons	1959	less than high school	0	nan
1929	Miss Patricia Malone	2001	high school	1	Birmingham
1930	Miss Marilyn Barnes	1992	less than high school	0	Birmingham
1933	Miss Cynthia Paul	1992	Bachelor	2	Birmingham
1938	Miss Kendra Johnson	1960	Bachelor	0	Birmingham
1940	Miss Kristin Doyle	1986	high school	0	nan
1941	Mr Eddie Tucker	1976	Bachelor	0	Birmingham
1945	Mr Kyle Smith	1995	high school	0	nan
1949	Miss Anita Webster	2006	high school	0	Birmingham
1952	Miss Jasmine Adams	2004	Master	0	Birmingham
1953	Miss Krystal Campbell	2005	Master	0	nan
1954	Mr Ernest Holmes	1997	high school	0	nan
1955	Mr Jamie Sawyer	2002	Bachelor	1	nan
1956	Miss Andrea Nicholson	2002	high school	0	nan
1957	Mr Chad Smith	1950	high school	0	Birmingham
1959	Miss Wendy Santana	1998	Bachelor	0	nan
1961	Mr Andrew Smith	1981	high school	0	nan
1962	Miss Kelsey Rogers	1998	high school	0	London
1963	Miss Rebecca Mitchell	2003	Master	0	Birmingham
1964	Miss Bianca Camacho	1993	less than high school	1	Birmingham
1967	Mr Mark Clark	1998	high school	1	nan
1969	Mr Ryan Mcclain	1988	High School	0	nan
1970	Miss Vanessa Potter	2006	Bachelor	0	Birmingham
1971	Mr Chad Lara	1977	PhD	1	London
1972	Miss Brittany Freeman	2005	Bachelor	0	Birmingham
1974	Mr Brian Payne	1950	less than high school	1	London
1975	Mr Gregory Padilla	1993	high school	0	London
1980	Mr Kevin Schneider	1988	less than high school	1	nan
1981	Mr Wayne Garrison	1976	Master	0	nan
1982	Miss Jordan White	2000	Master	0	nan
1983	Miss Kimberly Hayden	2001	Master	0	London
1984	Mr Jeffrey Jones	1997	high school	1	nan
1986	Mr Daniel Griffin	1954	Bachelor	1	Birmingham
1988	Mr Craig Sanders	1998	Master	1	Birmingham
1989	Mr Richard Miller	1999	Bachelor	0	nan
1991	Miss Dana Johnson	1999	high school	0	nan
1993	Miss Kimberly Olson	2005	high school	0	nan
1995	Miss Christine Manning	2004	Bachelor	0	nan
1998	Miss Susan Mosley	2002	Master	0	nan
1999	Mr Lucas Zuniga	1988	PhD	0	Birmingham
2001	Miss Melanie Bass	2001	high school	0	nan
2003	Mr Tanner Hughes	1999	Master	0	Birmingham
2005	Miss Michelle Harris	2002	high school	1	nan
2007	Mr Gregory Romero	2006	Master	0	London
2008	Mr Christian Lyons	1990	high school	0	nan
2012	Miss Stephanie Garrett	2002	Bachelor	1	nan
2013	Miss Kathryn Barnett	1993	less than high school	1	nan
2014	Miss Debbie Shaw	1967	high school	1	Birmingham
2015	Miss Heather Reese	1990	less than high school	0	London
2017	Mr Robert Johnson	1982	Bachelor	0	Birmingham
2018	Mr Robert Washington	2003	high school	0	Birmingham
2019	Mr Mitchell Miller	1961	high school	0	nan
2022	Mr Justin Thomas	1958	less than high school	1	London
2024	Mr Christopher Jennings	1974	less than high school	1	nan
2025	Miss Candace Baldwin	1987	high school	1	Birmingham
2026	Miss Courtney Richardson	1965	high school	1	London
2028	Mr Robert Mendez	1997	less than high school	2	London
2029	Miss Catherine Logan	1958	Bachelor	0	nan
2030	Mr Scott Maxwell	1965	high school	1	nan
2032	Miss Jennifer Johnson	1987	less than high school	0	London
2034	Mr James Manning	1999	high school	0	nan
2035	Miss Lydia Sanchez	1966	high school	0	nan
2036	Miss Ruth Jackson	2004	less than high school	0	nan
2039	Mr Jeremy Fisher	1973	Bachelor	2	London
2042	Miss Kelly Buckley	2001	less than high school	1	Birmingham
2044	Mr John Williams	1999	Bachelor	0	Birmingham
2045	Miss Lisa Evans	1998	high school	0	London
2047	Miss Monique Lopez	2005	high school	0	nan
2048	Miss Cynthia Gaines	1991	PhD	1	Birmingham
2049	Miss Amanda Mccall	1952	high school	2	nan
2051	Miss Heidi Cox	2003	high school	1	nan
2053	Miss Janet Shaw	2005	high school	0	London
2055	Miss Rachael Brown	1992	high school	0	nan
2057	Miss Erin Stewart	1999	Bachelor	0	nan
2058	Mr Jeremy Johnston	2005	Bachelor	0	London
2059	Miss Laura Parker	1973	High School	1	nan
2060	Mr Mark Ortega	1950	less than high school	0	Birmingham
2061	Mr Jordan Roberts	1996	high school	0	Birmingham
2063	Mr Robert Miller	2003	high school	0	nan
2064	Miss Rachel Johnson	2004	Bachelor	2	nan
2066	Mr Richard Harris	2000	Master	0	nan
2068	Miss Kathleen Murray	1962	less than high school	1	Birmingham
2069	Mr Jose Brown	2002	high school	1	nan
2070	Mr Samuel Huffman	1952	Bachelor	0	London
2073	Mr Dylan Chang	1964	PhD	1	London
2075	Mr Troy Stokes	2003	high school	0	nan
2077	Miss Deborah Henderson	2006	Bachelor	0	nan
2078	Mr William Anderson	1966	less than high school	0	nan
2079	Mr Joseph Taylor	1959	less than high school	0	Birmingham
2081	Miss Ellen King	2004	high school	0	nan
2082	Miss Laura Parker	2003	Master	0	nan
2083	Miss Jenna Bell	1988	less than high school	1	nan
2084	Miss Mary Anderson	2004	less than high school	0	nan
2085	Mr Curtis Fischer	1951	Bachelor	1	nan
2086	Mr Thomas Miller	1968	Bachelor	1	London
2087	Miss Laura Marshall	2004	high school	0	Brimingham
2088	Mr Luis Terrell	1959	Master	0	Birmingham
2089	Miss Holly Jones	1998	Bachelor	0	nan
2091	Mr Hector Thornton	1977	less than high school	1	nan
2092	Mr Daniel Rich	2001	Bachelor	0	London
2093	Miss Amanda Schneider	1977	high school	0	Birmingham
2095	Mr Erik Smith	2002	less than high school	0	London
2096	Mr Aaron Lee	1963	high school	1	London
2097	Miss Anne Aguilar	2000	Master	0	nan
2098	Miss Tina Hayes	1999	high school	1	nan
2099	Miss Danielle Johnson	1983	high school	1	nan
2100	Miss Alexandria Hubbard	1993	Master	0	nan
2101	Mr Michael Lee	1962	high school	0	Birmingham
2102	Miss Jessica Johnson	1962	Bachelor	0	Birmingham
2106	Miss Kayla Dennis	1997	Master	0	London
2107	Mr Logan Perkins	1972	Bachelor	0	Birmingham
2109	Mr Bruce Pacheco	1952	Master	1	Birmingham
2111	Miss Julie Christensen	1963	high school	0	nan
2112	Miss Donna Smith	2004	Master	1	nan
2114	Mr Michael Perez	2001	high school	0	nan
2115	Mr William Sexton	1962	high school	1	Birmingham
2118	Miss Sheryl Cannon	2003	Master	0	Birmingham
2119	Miss Amber Jones	1997	Master	0	Birmingham
2120	Mr Jesse Thomas	2000	Bachelor	0	Birmingham
2121	Mr Roberto Obrien	1991	high school	0	nan
2123	Miss Samantha Saunders	1999	high school	0	nan
2124	Miss Samantha Thomas	1995	Bachelor	1	nan
2125	Mr Juan Parks	1997	Bachelor	2	Birmingham
2126	Mr Michael Garza	1956	PhD	0	Birmingham
2128	Miss Diana Gay	1999	high school	0	Birmingham
2131	Miss Jennifer Mullen	1989	less than high school	1	Birmingham
2132	Mr James Martin	1966	high school	0	nan
2133	Mr Jerry Harrell	2001	less than high school	0	Birmingham
2134	Miss Alexandra Hodges	1979	less than high school	0	Birmingham
2135	Miss Robin Davis	1992	high school	0	Birmingham
2136	Miss Jennifer Gardner	2005	less than high school	0	nan
2137	Miss Tara Wright	2003	high school	1	nan
2139	Mr Ronald Ward	1996	high school	1	London
2142	Mr Marcus Scott	2006	Bachelor	0	nan
2143	Mr Steven Bennett	1996	less than high school	0	nan
2144	Mr Daniel Reilly	1989	high school	0	Birmingham
2147	Mr Jeremy Chapman	2002	Master	0	nan
2148	Mr Robert Quinn	2004	high school	0	Birmingham
2149	Mr Brad Hernandez	1958	high school	0	Birmingham
2150	Mr Jason Smith	1957	Master	0	London
2151	Miss Tonya Sampson	2002	Bachelor	0	Brimingham
2152	Miss Dawn Hughes	1991	Bachelor	1	Birmingham
2153	Mr Michael Valencia	2002	Master	2	nan
2154	Miss Crystal Phillips	1973	Bachelor	0	nan
2155	Miss Kristen Clark	1991	Bachelor	0	Birmingham
2156	Miss Whitney Carney	2001	PhD	2	nan
2158	Miss Amanda Montoya	1994	less than high school	0	nan
2160	Miss Tina Moran	1988	high school	0	Birmingham
2162	Miss Jennifer Mayo	2000	less than high school	0	nan
2164	Miss Tammy Harper	1987	Master	0	nan
2166	Miss Catherine Mitchell	2004	high school	0	London
2167	Mr Craig Garcia	1997	high school	1	nan
2168	Mr James Stevens	1955	less than high school	1	London
2173	Mr Trevor Gregory	1979	less than high school	0	London
2175	Mr Bobby Pittman	1998	Bachelor	0	nan
2176	Mr Brandon Willis	2004	less than high school	1	London
2177	Mr Arthur Jackson	1997	high school	1	Birmingham
2179	Miss Hannah Taylor	1987	Bachelor	1	nan
2180	Miss Holly Pennington	2006	high school	0	London
2182	Mr Keith Ward	1955	Bachelor	0	nan
2183	Mr Jeffrey Burnett	2002	high school	0	nan
2186	Mr George Manning	2003	high school	1	Birmingham
2187	Miss Stacy Malone	2005	high school	0	nan
2188	Miss Amy Scott	1999	high school	0	Birmingham
2189	Mr Thomas Hansen	1974	Master	0	London
2195	Miss Patricia Stevens	1960	high school	0	nan
2196	Mr Joshua Nixon	1952	high school	1	nan
2197	Mr Brian Goodman	2000	less than high school	0	London
2198	Miss Meredith Ross	1998	Master	0	London
2204	Mr James Cox	2004	Bachelor	2	nan
2208	Miss Katherine Avila	1998	PhD	0	Birmingham
2211	Mr James Johnson	1964	Master	0	Birmingham
2214	Miss Patricia Jenkins	2000	Bachelor	1	nan
2215	Miss Danielle Hardy	2003	Master	0	nan
2217	Mr Edward Byrd	1987	high school	1	nan
2220	Mr Charles Hansen	2004	Bachelor	1	nan
2226	Miss Sara Fisher	1993	PhD	0	London
2229	Miss Tara Schultz	1970	high school	1	Birmingham
2230	Miss Erin Zavala	1971	high school	1	Birmingham
2231	Mr Aaron Mcdonald	1970	Bachelor	1	nan
2232	Miss Tina Warren	2004	high school	0	London
2236	Mr Brian Marshall	1951	high school	0	nan
2237	Miss Brandy Horne	1959	less than high school	0	London
2238	Mr John Miller	2000	less than high school	1	London
2242	Miss Susan Walker	1982	high school	0	nan
2243	Miss Michelle Ramirez	1997	Master	1	Birmingham
2244	Miss Karen Palmer	1960	less than high school	2	nan
2246	Miss Kelly Payne	1958	high school	0	Birmingham
2247	Miss Olivia Payne	2000	less than high school	0	nan
2249	Miss Brittany Woods	2004	Bachelor	0	Birmingham
2252	Miss Jennifer Mccullough	1995	Master	0	nan
2253	Miss Sandra Jones	1995	less than high school	1	London
2254	Mr Michael Warner	1988	high school	1	nan
2256	Miss Peggy Garcia	2001	Master	0	London
2258	Miss Emily Lawrence	2003	Bachelor	0	nan
2259	Miss Tammy Barber	1968	Master	0	London
2263	Mr Nicholas Oconnor	1963	high school	0	Birmingham
2264	Miss Megan Walker	2005	Master	0	London
2265	Miss Mary Wade	2006	high school	0	nan
2269	Mr Jonathan Fitzgerald	2002	high school	1	Birmingham
2271	Mr Justin Young	1962	Master	1	London
2273	Mr Ryan Cain	1976	Master	1	London
2274	Miss Jennifer Cummings	1993	Master	0	nan
2276	Miss Yvette Gibson	1998	high school	0	nan
2277	Miss Denise Davis	1991	high school	0	London
2279	Mr Jason Olson	1959	Bachelor	1	Birmingham
2280	Mr Richard Taylor	1982	high school	1	Birmingham
2281	Miss Nicole Patel	1990	high school	0	Birmingham
2282	Miss Michele Lawrence	1994	Bachelor	1	Birmingham
2283	Mr Joseph Lynch	1963	Bachelor	1	nan
2284	Miss Christina Pittman	1965	less than high school	0	London
2285	Mr Bradley Wilson	1968	Bachelor	0	Birmingham
2286	Miss Shannon Brown	1973	less than high school	0	nan
2287	Miss Kristina Lopez	2000	Master	0	nan
2288	Mr Jeremy Larson	1954	Bachelor	1	nan
2290	Miss Ann Nelson	1970	Master	1	nan
2291	Miss Kelly Allen	1990	high school	1	Birmingham
2295	Miss Julia Sharp	1987	Master	0	nan
2297	Miss Jennifer Edwards	2006	high school	0	nan
2298	Miss Rachel Holland	2000	Master	0	nan
2299	Miss Carol Craig	2003	high school	0	nan
2300	Mr Joel Sweeney	1999	less than high school	0	nan
2304	Miss Andrea Wiggins	1992	Bachelor	0	Birmingham
2305	Mr Michael Jackson	2003	less than high school	0	Birmingham
2306	Mr Leonard Carr	1986	high school	1	nan
2308	Miss Mary Jones	2000	Master	0	London
2310	Mr Gabriel Garcia	1997	high school	0	Birmingham
2311	Mr Jonathan Crosby	1988	high school	0	London
2312	Miss Gina Terry	1995	less than high school	0	London
2313	Miss Ashley Bruce	1981	high school	1	nan
2314	Mr Angel Acevedo	2003	high school	0	Birmingham
2316	Mr Michael Johnson	1989	high school	1	London
2317	Miss Madison Munoz	1996	less than high school	0	Birmingham
2318	Mr Victor Morton	2004	less than high school	0	Birmingham
2319	Mr Alex Hatfield	1991	less than high school	0	nan
2320	Miss Karen Lucas	1977	Bachelor	0	nan
2321	Miss Alexis Martinez	1979	high school	0	London
2322	Miss Melinda Russell	2004	Bachelor	0	nan
2323	Miss Kimberly Richardson	1988	Master	0	Birmingham
2325	Mr Aaron Thomas	1972	high school	0	nan
2327	Mr Brian Peck	1955	less than high school	0	nan
2328	Miss Heather Medina	2001	Master	0	Birmingham
2330	Miss Vanessa Lynch	1991	high school	1	London
2331	Miss Martha David	2004	Master	0	nan
2332	Miss Karen Barker	2001	Bachelor	1	Birmingham
2333	Mr Jonathan Williamson	1951	Master	2	Birmingham
2334	Mr Paul Randall	1999	less than high school	0	Birmingham
2335	Miss Carmen Gates	1988	Bachelor	1	London
2337	Miss Beth Wise	2000	less than high school	1	nan
2340	Miss Angela Rhodes	1998	less than high school	0	London
2342	Miss Summer Davidson	1995	less than high school	1	nan
2343	Mr Dustin Howard	1952	Master	0	nan
2347	Miss Kathleen Turner	1972	high school	1	nan
2348	Miss Cynthia Robinson	2001	high school	1	Birmingham
2350	Mr Jason Thomas	1997	less than high school	0	nan
2351	Miss Nicole Cooper	1961	less than high school	0	London
2353	Mr Stephen Vazquez	2000	Bachelor	2	Birmingham
2354	Mr Justin Smith	1990	Master	1	nan
2355	Miss Tonya Martinez	1960	Master	1	nan
2356	Miss Michelle Buck	1999	less than high school	0	Birmingham
2357	Mr Todd Cooke	2000	less than high school	1	Birmingham
2358	Miss Jordan Rose	2002	High School	1	London
2361	Miss Gabriela Taylor	1961	less than high school	1	Birmingham
2362	Miss Tara Warren	2000	high school	1	nan
2363	Miss Chelsea Brown	2004	Master	1	Birmingham
2364	Mr Jose Allen	1949	Bachelor	0	nan
2367	Miss Michelle Young	2004	high school	0	nan
2368	Miss Tamara Mcpherson	2002	high school	0	London
